-8603.659497855897,2379.5162519074097
-4970.49697476096,328.77781209299246
-4060.5225430702294,-148.27141963823055
-3710.654026589044,875.2499398149478
-717.8742552688481,1124.6796108213537
-1687.8356021388167,-611.3732317962333
-802.6985931363204,-49.309284361106165
130.66920570988958,12.498703297596279
-3059.2328123142433,-1060.1103800227813
-6167.735650883678,293.5105633553062
-6933.3247202692,-289.53125499530915
-8380.251202213107,850.8456167042277
-10010.359646461457,771.4989314674604
-9125.42036733212,106.96125874911104
-10058.548346681193,-1203.906779303562
-10709.543966788351,-352.0961194194715
-10459.887283966738,-1577.3421184552117
-10656.129128247036,-2973.7153805052617
-12112.907489062029,-2093.3253260829497
